provider_id,name,geography_level,province,dguid,population_2021,portal_url,portal_license_name,portal_license_url,contact,notes
on_lambton,County of Lambton,region,ON,,,https://county-lambton.opendata.arcgis.com/,,,,
on_lennox_and_addington,County of Lennox & Addington,region,ON,,,https://open-data-hub-lennoxaddington.hub.arcgis.com/,,,,
on_middlesex,County of Middlesex,region,ON,,,https://data-middlesex.opendata.arcgis.com/,,,,
on_simcoe,County of Simcoe,region,ON,,,https://opengis.simcoe.ca/public/,,,,
on_muskoka,District Municipality of Muskoka,region,ON,,,https://map.muskoka.on.ca/,,,,
on_dufferin_county,Dufferin County,region,ON,,,https://data-dufferincounty.opendata.arcgis.com/,,,,
on_grey_county,Grey County,region,ON,,,https://maps.grey.ca/,,,,
on_huron_county,Huron County,region,ON,,,https://data-huron.opendata.arcgis.com/,,,,
on_oxford_county,Oxford County,region,ON,,,https://public-oxfordcounty.opendata.arcgis.com/,,,,
on_peel_region,Peel Region,region,ON,,,https://data.peelregion.ca/,,,,
on_durham,Regional Municipality of Durham,region,ON,,,https://opendata.durham.ca/,,,,
on_niagara,Regional Municipality of Niagara,region,ON,,,https://niagaraopendata.ca/,,,,
on_leeds_and_grenville,United Counties of Leeds and Grenville,region,ON,,,https://geohub-uclg.hub.arcgis.com/,,,,
on_york_region,York Region,region,ON,,,https://insights-york.opendata.arcgis.com/,Regional Municipality of York's Open Data Licence,https://insights-york.opendata.arcgis.com/documents/york::york-region-open-data-licence/explore,,"portal license guessed from prior CCND source, unverified"
qc_mrc_becancour,MRC Bécancour,region,QC,,,https://www.donneesquebec.ca/organisation/mrc-becancour,,,,
qc_mrc_de_nicolet_yamaska,MRC de Nicolet-Yamaska,region,QC,,,https://www.donneesquebec.ca/organisation/mrc-de-nicolet-yamaska,,,,
ab_airdrie,City of Airdrie,municipality,AB,2021A00054806021,74100,https://data-airdrie.opendata.arcgis.com/,,,,
ab_calgary,City of Calgary,municipality,AB,2021A00054806016,1306784,https://data.calgary.ca/,Open Government Licence – City of Calgary,https://data.calgary.ca/stories/s/Open-Calgary-Terms-of-Use/u45n-7awa,,"portal license guessed from prior CCND source, unverified"
ab_chestermere,City of Chestermere,municipality,AB,2021A00054806017,22163,https://data-chestermere.opendata.arcgis.com/,,,,
ab_edmonton,City of Edmonton,municipality,AB,2021A00054811061,1010899,https://data.edmonton.ca/,Open Government Licence – City of Edmonton,https://data.edmonton.ca/stories/s/City-of-Edmonton-Open-Data-Terms-of-Use/msh8-if28/,,"portal license guessed from prior CCND source, unverified"
ab_grande_prairie_2,City of Grande Prairie,municipality,AB,2021A00054819012,64141,https://opendata-cityofgp.hub.arcgis.com/,,,,
ab_lethbridge,City of Lethbridge,municipality,AB,2021A00054802012,98406,https://opendata.lethbridge.ca/,,,,
ab_medicine_hat,City of Medicine Hat,municipality,AB,2021A00054801006,63271,https://www.medicinehat.ca/en/business-and-development/maps-and-gis.aspx,,,,
ab_red_deer,City of Red Deer,municipality,AB,2021A00054808011,100844,https://data.reddeer.ca/datasets,,,,
ab_st_albert,City of St. Albert,municipality,AB,2021A00054811062,68232,https://data.stalbert.ca/,,,,
ab_parkland_county,Parkland County,municipality,AB,2021A00054811034,32205,https://opendata.parklandcounty.com/,,,,
ab_wood_buffalo,Regional Municipality of Wood Buffalo,municipality,AB,2021A00054816037,72326,,,,,no known open data portal as of 2026-07-28
ab_strathcona_county,Strathcona County,municipality,AB,2021A00054811052,99225,https://data.strathcona.ca/,,,,
ab_sturgeon_county,Sturgeon County,municipality,AB,2021A00054811059,20061,https://data-sturgeoncounty.opendata.arcgis.com/,,,,
ab_banff,Town of Banff,municipality,AB,2021A00054815035,8305,https://maps.banff.ca/opendata/,,,,
ab_canmore,Town of Canmore,municipality,AB,2021A00054815023,15990,https://opendata-canmore.opendata.arcgis.com/,,,,
ab_cochrane,Town of Cochrane,municipality,AB,2021A00054806019,32199,https://geohub.cochrane.ca/,,,,
ab_high_river,Town of High River,municipality,AB,2021A00054806006,14324,https://highriver-hrmdf.hub.arcgis.com/,,,,
ab_okotoks,Town of Okotoks,municipality,AB,2021A00054806012,30405,https://okotoksmaps-okotoks.hub.arcgis.com/pages/open-data-portal,,,,
bc_abbotsford,City of Abbotsford,municipality,BC,2021A00055909052,153524,https://opendata-abbotsford.hub.arcgis.com/,Open Government Licence – City of Abbotsford,https://opendata-abbotsford.hub.arcgis.com/pages/city-of-abbotsford-open-data-licence,,"portal license guessed from prior CCND source, unverified"
bc_burnaby,City of Burnaby,municipality,BC,2021A00055915025,249125,https://data.burnaby.ca/,Open Government Licence – City of Burnaby,https://data.burnaby.ca/pages/open-government-licence,,"portal license guessed from prior CCND source, unverified"
bc_campbell_river,City of Campbell River,municipality,BC,2021A00055924034,35519,https://data-crcc.opendata.arcgis.com/,,https://data-crcc.opendata.arcgis.com/datasets/090691684a21480aa859654821aae349_0/explore,,"portal license guessed from prior CCND source, unverified"
bc_chilliwack,City of Chilliwack,municipality,BC,2021A00055909020,93203,https://www.chilliwack.com/main/page.cfm?id=2331,,https://www.chilliwack.com/main/page.cfm?id=2391,,"portal license guessed from prior CCND source, unverified"
bc_coquitlam,City of Coquitlam,municipality,BC,2021A00055915034,148625,https://data.coquitlam.ca/,Open Government Licence – Coquitlam,https://www.coquitlam.ca/894/Open-Government-Licence,,"portal license guessed from prior CCND source, unverified"
bc_courtenay,City of Courtenay,municipality,BC,2021A00055926010,28420,https://data-courtenay.opendata.arcgis.com/,Open Government Licence – City of Courtenay,https://data-courtenay.opendata.arcgis.com/pages/city-of-courtenay-open-data-licence,,"portal license guessed from prior CCND source, unverified"
bc_cranbrook,City of Cranbrook,municipality,BC,2021A00055901022,20499,https://cranbrook-open-data-cranbrook.hub.arcgis.com/,,,,
bc_delta,City of Delta,municipality,BC,2021A00055915011,108455,https://www.delta.ca/city-hall/municipal-information/open-data-catalogue,,,,
bc_grand_forks,City of Grand Forks,municipality,BC,2021A00055905032,4112,https://opendata.grandforks.ca/,,,,
bc_kamloops,City of Kamloops,municipality,BC,2021A00055933042,97902,https://mydata-kamloops.opendata.arcgis.com/,Open Government Licence - Kamloops,https://www.kamloops.ca/open-data-catalogue-disclaimer,,"portal license guessed from prior CCND source, unverified"
bc_kelowna,City of Kelowna,municipality,BC,2021A00055935010,144576,https://opendata.kelowna.ca/,Open Government Licence – City of Kelowna,https://apps.kelowna.ca/images/opendata/OpenGovernmentLicence.pdf,,"portal license guessed from prior CCND source, unverified"
bc_langley,City of Langley,municipality,BC,2021A00055915002,28963,https://data-langleycity.opendata.arcgis.com/,Open Government License – Township of Langley,https://www.tol.ca/en/connect/open-data-licence.aspx,,"portal license guessed from prior CCND source, unverified"
bc_maple_ridge,City of Maple Ridge,municipality,BC,2021A00055915075,90990,https://opengov.mapleridge.ca/,Open Government Licence – Maple Ridge,https://opengov.mapleridge.ca/pages/terms-of-use,,"portal license guessed from prior CCND source, unverified"
bc_nanaimo,City of Nanaimo,municipality,BC,2021A00055921007,99863,https://www.nanaimo.ca/open-data-catalogue,,,,
bc_new_westminster,City of New Westminster,municipality,BC,2021A00055915029,78916,https://opendata.newwestcity.ca/,,,,
bc_parksville,City of Parksville,municipality,BC,2021A00055921018,13642,https://city-of-parksville-city-parksville.hub.arcgis.com/,,,,
bc_penticton,City of Penticton,municipality,BC,2021A00055907041,36885,https://open.penticton.ca/,Open Government Licence - City of Penticton,https://www.penticton.ca/sites/default/files/docs/our-community/maps-gis/2020-07-02-PDF-Open%20Data%20Government%20Licence.pdf,,"portal license guessed from prior CCND source, unverified"
bc_port_coquitlam,City of Port Coquitlam,municipality,BC,2021A00055915039,61498,https://data-poco.hub.arcgis.com/,,,,
bc_port_moody,City of Port Moody,municipality,BC,2021A00055915043,33535,https://data.portmoody.ca/,Open Government Licence – Port Moody,https://www.portmoody.ca/en/city-hall/open-data-terms-of-use.aspx,,"portal license guessed from prior CCND source, unverified"
bc_prince_george,City of Prince George,municipality,BC,2021A00055953023,76708,https://data-cityofpg.opendata.arcgis.com/,Open Government Licence – British Columbia,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,,"portal license guessed from prior CCND source, unverified"
bc_richmond,City of Richmond,municipality,BC,2021A00055915015,209937,,,,,no known open data portal as of 2026-07-28
bc_surrey,City of Surrey,municipality,BC,2021A00055915004,568322,https://data.surrey.ca/,Open Government License – City of Surrey,https://data.surrey.ca/pages/open-government-licence-surrey,,"portal license guessed from prior CCND source, unverified"
bc_vancouver,City of Vancouver,municipality,BC,2021A00055915022,662248,https://opendata.vancouver.ca/pages/home/,Open Government Licence – Vancouver,https://opendata.vancouver.ca/pages/licence/,,"portal license guessed from prior CCND source, unverified"
bc_vernon,City of Vernon,municipality,BC,2021A00055937014,44519,https://cov-open-data-vernon.hub.arcgis.com/,,https://www.vernon.ca/government-services/maps-gis/open-data-catalogue,,"portal license guessed from prior CCND source, unverified"
bc_victoria,City of Victoria,municipality,BC,2021A00055917034,91867,https://opendata.victoria.ca/,Open Government Licence – City of Victoria,https://opendata.victoria.ca/pages/open-data-licence,,"portal license guessed from prior CCND source, unverified"
bc_white_rock,City of White Rock,municipality,BC,2021A00055915007,21939,https://data.whiterockcity.ca/,,,,
bc_lake_country,District of Lake Country,municipality,BC,2021A00055935016,15817,https://dlc-open-data-dlc.hub.arcgis.com/,,,,
bc_north_vancouver,District of North Vancouver,municipality,BC,2021A00055915046,88168,https://www.geoweb.dnv.org/data/,Open Government Licence - North Vancouver,https://geoweb.dnv.org/data/metadata.php?dataset=TrnBiking#,,"portal license guessed from prior CCND source, unverified"
bc_peachland,District of Peachland,municipality,BC,2021A00055935018,5789,https://peachland2017-01-16t194902237z-rdco.opendata.arcgis.com/,,,,
bc_saanich,District of Saanich,municipality,BC,2021A00055917021,117735,https://opendata-saanich.hub.arcgis.com/,,,,
bc_squamish,District of Squamish,municipality,BC,2021A00055931006,23819,https://data.squamish.ca/,Open Government Licence - Squamish,https://squamish.ca/discover-squamish/maps-and-data/open-data/,,"portal license guessed from prior CCND source, unverified"
bc_summerland,District of Summerland,municipality,BC,2021A00055907035,12042,https://open-data-summerland.hub.arcgis.com/,,,,
bc_west_vancouver,District of West Vancouver,municipality,BC,2021A00055915055,44122,https://westmap.westvancouver.ca/,Open Government license - West Vancouver,https://mapping.westvancouver.ca/OD/Open_Government_License_West_Vancouver-final.pdf,,"portal license guessed from prior CCND source, unverified"
bc_north_cowichan,Municipality of North Cowichan,municipality,BC,2021A00055919008,31990,https://www.northcowichan.ca/municipal-services/maps,,,,
bc_whistler,Resort Municipality of Whistler,municipality,BC,2021A00055931020,13982,https://portal-rmow.opendata.arcgis.com/,,,,
bc_gibsons,Town of Gibsons,municipality,BC,2021A00055929005,4758,https://town-of-gibsons-open-data-portal-myscrd.hub.arcgis.com/,,,,
bc_esquimalt,Township of Esquimalt,municipality,BC,2021A00055917040,17533,https://opendata.esquimalt.ca/,,,,
mb_brandon,City of Brandon,municipality,MB,2021A00054607062,51313,http://opengov.brandon.ca/,,,,
mb_winnipeg,City of Winnipeg,municipality,MB,2021A00054611040,749607,https://data.winnipeg.ca/,Open Government Licence – Winnipeg,https://data.winnipeg.ca/open-data-licence,,"portal license guessed from prior CCND source, unverified"
nb_fredericton,City of Fredericton,municipality,NB,2021A00051310032,63116,https://data-fredericton.opendata.arcgis.com/,,,,
nb_moncton,City of Moncton,municipality,NB,2021A00051307022,79470,https://open.moncton.ca/,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,,"portal license guessed from prior CCND source, unverified"
nb_saint_john,City of Saint John,municipality,NB,2021A00051301006,69895,https://catalogue-saintjohn.opendata.arcgis.com/,,,,
nb_edmundston,Ville d'Edmundston,municipality,NB,2021A00051313027,16437,https://data-edmundston.opendata.arcgis.com/,,,,
nl_st_johns,City of St. John's,municipality,NL,2021A00051001519,110525,,,,,no known open data portal as of 2026-07-28
nl_happy_valley_goose_bay,Town of Happy Valley-Goose Bay,municipality,NL,2021A00051010025,8040,https://portal-townhvgb.opendata.arcgis.com/,,,,
ns_cape_breton_regional_muncipality,Cape Breton Regional Muncipality,municipality,NS,2021A00051217030,93694,https://www.cbrm.ns.ca/open-data.html,,,,
ns_halifax_regional_municipality,Halifax Regional Municipality,municipality,NS,2021A00051209034,439819,https://data-hrm.hub.arcgis.com/,,,,
ns_east_hants,Municipality of East Hants,municipality,NS,2021A00051208008,22892,https://www.easthants.ca/maps-and-data/,,,,
ns_truro,Town of Truro,municipality,NS,2021A00051210006,12954,https://www.truro.ca/mapping-and-gis.html,,,,
nt_yellowknife,City of Yellowknife,municipality,NT,2021A00056106023,20340,https://opendata.yellowknife.ca/,City of Yellowknife's Open Data License v.1,,,"portal license guessed from prior CCND source, unverified"
on_barrie,City of Barrie,municipality,ON,2021A00053543042,147829,https://opendata.barrie.ca/,Open Government Licence – Barrie,https://www.barrie.ca/Online%20Services/PublishingImages/OpenData_Images/COB_DataLicense.pdf,,"portal license guessed from prior CCND source, unverified"
on_belleville,City of Belleville,municipality,ON,2021A00053512005,55071,https://opendata-bellevillegis.hub.arcgis.com/,,,,
on_brampton,City of Brampton,municipality,ON,2021A00053521010,656480,https://geohub.brampton.ca/pages/data,,https://creativecommons.org/licenses/by/4.0/,,"portal license guessed from prior CCND source, unverified"
on_brantford,City of Brantford,municipality,ON,2021A00053529006,104688,https://data-brantford.opendata.arcgis.com/,,,,
on_burlington,City of Burlington,municipality,ON,2021A00053524002,186948,https://navburl-burlington.opendata.arcgis.com/,,https://opendata.burlington.ca/opendata-terms-of-use/City%20of%20Burlington%20-%20Open%20Data%20Terms%20of%20Use.pdf,,"portal license guessed from prior CCND source, unverified"
on_cambridge,City of Cambridge,municipality,ON,2021A00053530010,138479,https://geohub.cambridge.ca/,Open Government Licence – City of Cambridge,https://www.cambridge.ca/en/your-city/resources/Open-Data-Licence-Version-2.pdf,,"portal license guessed from prior CCND source, unverified"
on_cornwall,City of Cornwall,municipality,ON,2021A00053501012,47845,https://data-cornwallcity.opendata.arcgis.com/search,Open Government Licence – City of Cornwall,,,"portal license guessed from prior CCND source, unverified"
on_greater_sudbury,City of Greater Sudbury,municipality,ON,2021A00053553005,166004,https://opendata.greatersudbury.ca/,Open Data Licence – City of Greater Sudbury,https://www.greatersudbury.ca/city-hall/open-government/open-data/licence/,,"portal license guessed from prior CCND source, unverified"
on_guelph,City of Guelph,municipality,ON,2021A00053523008,143740,http://data.open.guelph.ca/,an open government license,http://data.open.guelph.ca/pages/open-government-licence,,"portal license guessed from prior CCND source, unverified"
on_hamilton,City of Hamilton,municipality,ON,2021A00053525005,569353,https://open.hamilton.ca/,City of Hamilton’s Open Data Licence,https://www.hamilton.ca/city-initiatives/strategies-actions/open-data-licence-terms-and-conditions,,"portal license guessed from prior CCND source, unverified"
on_kawartha_lakes,City of Kawartha Lakes,municipality,ON,2021A00053516010,79247,https://open-data-kawartha.hub.arcgis.com/,,,,
on_kingston,City of Kingston,municipality,ON,2021A00053510010,132485,https://opendatakingston.cityofkingston.ca/,Open Data Licence – City of Kingston,https://www.cityofkingston.ca/documents/10180/144997/CityofKingston_OpenDataLicense.pdf,,"portal license guessed from prior CCND source, unverified"
on_kitchener,City of Kitchener,municipality,ON,2021A00053530013,256885,https://open-kitchenergis.opendata.arcgis.com/,Open Government Licence - The Corporation of the City of Kitchener,,,"portal license guessed from prior CCND source, unverified"
on_london,City of London,municipality,ON,2021A00053539036,422324,https://opendata.london.ca/,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,,"portal license guessed from prior CCND source, unverified"
on_markham,City of Markham,municipality,ON,2021A00053519036,338503,http://data-markham.opendata.arcgis.com/,,,,
on_mississauga,City of Mississauga,municipality,ON,2021A00053521005,717961,https://data.mississauga.ca/,,https://smartcity.mississauga.ca/wp-content/uploads/2021/04/CityofMississauga_TermsofUse.pdf,,"portal license guessed from prior CCND source, unverified"
on_niagara_falls,City of Niagara Falls,municipality,ON,2021A00053526043,94415,https://open.niagarafalls.ca/,,https://niagarafalls.ca/services/open/terms-and-conditions.aspx,,"portal license guessed from prior CCND source, unverified"
on_north_bay,City of North Bay,municipality,ON,2021A00053548044,52662,https://data-northbaygis.hub.arcgis.com/,,,,
on_oshawa,City of Oshawa,municipality,ON,2021A00053518013,175383,https://city-oshawa.opendata.arcgis.com/,,,,
on_ottawa,City of Ottawa,municipality,ON,2021A00053506008,1017449,https://open.ottawa.ca/,Open Government Licence – City of Ottawa,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data#open-data-licence-version-2-0,,"portal license guessed from prior CCND source, unverified"
on_peterborough,City of Peterborough,municipality,ON,2021A00053515014,83651,https://data-ptbo.opendata.arcgis.com/,,https://data-ptbo.opendata.arcgis.com/pages/terms-of-use,,"portal license guessed from prior CCND source, unverified"
on_pickering,City of Pickering,municipality,ON,2021A00053518001,99186,https://opendata.pickering.ca/,,,,
on_quinte_west,City of Quinte West,municipality,ON,2021A00053512015,46560,https://geodata-quintewest.opendata.arcgis.com/,,,,
on_sarnia,City of Sarnia,municipality,ON,2021A00053538030,72047,https://city-of-sarnia.hub.arcgis.com/,,,,
on_sault_ste_marie,City of Sault Ste. Marie,municipality,ON,2021A00053557061,72051,https://cityssm.github.io/,,,,
on_st_catharines,City of St. Catharines,municipality,ON,2021A00053526053,136803,,,,,no known open data portal as of 2026-07-28
on_thunder_bay,City of Thunder Bay,municipality,ON,2021A00053558004,108843,https://opendata.thunderbay.ca/,,,,
on_toronto,City of Toronto,municipality,ON,2021A00053520005,2794356,https://open.toronto.ca/,Open Government Licence – Toronto,https://open.toronto.ca/open-data-license/,,"portal license guessed from prior CCND source, unverified"
on_vaughan,City of Vaughan,municipality,ON,2021A00053519028,323103,,,,,no known open data portal as of 2026-07-28
on_waterloo,City of Waterloo,municipality,ON,2021A00053530016,121436,https://data.waterloo.ca/,licence,https://data.waterloo.ca/pages/open-data-licence,,"portal license guessed from prior CCND source, unverified"
on_welland,City of Welland,municipality,ON,2021A00053526032,55750,https://open.welland.ca/,,,,
on_windsor,City of Windsor,municipality,ON,2021A00053537039,229660,https://opendata.citywindsor.ca/,Open Government Licence – The Corporation of the City of Windsor,https://www.citywindsor.ca/opendata/Documents/OpenDataTermsofUse.pdf,,"portal license guessed from prior CCND source, unverified"
on_brant,County of Brant,municipality,ON,2021A00053529005,39474,https://catalogue-brant.hub.arcgis.com/,,,,
on_essex,County of Essex,municipality,ON,2021A00053537016,21216,https://opendata.countyofessex.ca/,,,,
on_haldimand_county,Haldimand County,municipality,ON,2021A00053528018,49216,https://opendata-haldimand.hub.arcgis.com/,,,,
on_chatham_kent,Municipality of Chatham-Kent,municipality,ON,2021A00053536020,103988,https://opendata-chatham-kent.opendata.arcgis.com/,,,,
on_clarington,Municipality of Clarington,municipality,ON,2021A00053518017,101427,,,,,no known open data portal as of 2026-07-28
on_mcdougall,Municipality of McDougall,municipality,ON,2021A00053549031,2744,https://mcdougall-hub-wpsgn.hub.arcgis.com/,,,,
on_norfolk_county,Norfolk County,municipality,ON,2021A00053528052,67490,https://opendata.norfolkcounty.ca/,,,,
on_ajax,Town of Ajax,municipality,ON,2021A00053518005,126666,https://opendata.ajax.ca/,Corporation of the Town of Ajax's Open Data Licence,http://townofajax.maps.arcgis.com/sharing/rest/content/items/22e2d8e248724d7cb0310dc2db675abd/data,,"portal license guessed from prior CCND source, unverified"
on_aurora,Town of Aurora,municipality,ON,2021A00053519046,62057,https://town-of-aurora-data-hub-aurora.hub.arcgis.com/,,,,
on_caledon,Town of Caledon,municipality,ON,2021A00053521024,76581,https://data-caledon.opendata.arcgis.com/,,,,
on_cobourg,Town of Cobourg,municipality,ON,2021A00053514021,20519,https://public-townofcobourg.hub.arcgis.com/,,,,
on_halton_hills,Town of Halton Hills,municipality,ON,2021A00053524015,62951,,,,,no known open data portal as of 2026-07-28
on_huntsville,Town of Huntsville,municipality,ON,2021A00053544042,21147,https://huntsville-muskoka.opendata.arcgis.com/,,,,
on_milton,Town of Milton,municipality,ON,2021A00053524009,132979,https://discover-milton.hub.arcgis.com/,Open Government Licence – Milton,https://discover-milton.hub.arcgis.com/pages/disclaimer-and-terms-of-use,,"portal license guessed from prior CCND source, unverified"
on_newmarket,Town of Newmarket,municipality,ON,2021A00053519048,87942,https://navigate-newmarket.hub.arcgis.com/pages/open-data,,,,
on_oakville,Town of Oakville,municipality,ON,2021A00053524001,213759,https://portal-exploreoakville.opendata.arcgis.com/,Open Government Licence — Town of Oakville,https://www.oakville.ca/data/open_data_licence.html,,"portal license guessed from prior CCND source, unverified"
on_orangeville,Town of Orangeville,municipality,ON,2021A00053522014,30167,https://data.orangeville.ca/,Open Government Licence – Orangeville,https://data.orangeville.ca/opendata.html#licence,,"portal license guessed from prior CCND source, unverified"
on_richmond_hill,Town of Richmond Hill,municipality,ON,2021A00053519038,202022,,,,,no known open data portal as of 2026-07-28
on_tecumseh,Town of Tecumseh,municipality,ON,2021A00053537048,23300,https://tecumseh-essexcounty.opendata.arcgis.com/,,,,
